tab 	er_samples
er_citation_names	er_expedition_name	er_location_name	er_sample_alternatives	er_sample_name	er_site_name	magic_method_codes	sample_class	sample_core_depth	sample_lithology	sample_type
This study	leg 65	482	Hole= 482d - Core= 11 - Section= 3 - cm= 40	0482d113p3a	0482d	SP-SS-C	Igneous : Extrusive : Submarine	162.9	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 12 - Section= 1 - cm= 0	0483b121000	0483b	SP-SS-C	Igneous : Extrusive : Submarine	169	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 13 - Section= 2 - cm= 0	0483b132000	0483b	SP-SS-C	Igneous : Extrusive : Submarine	176	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 20 - Section= 1 - cm= 110	0483b201p13	0483b	SP-SS-C	Igneous : Extrusive : Submarine	209.6	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 21 - Section= 1 - cm= 56	0483b211p06	0483b	SP-SS-C	Igneous : Extrusive : Submarine	213.56	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 21 - Section= 2 - cm= 5	0483b212p1a	0483b	SP-SS-C	Igneous : Extrusive : Submarine	214.55	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 21 - Section= 2 - cm= 7	0483b212p1b	0483b	SP-SS-C	Igneous : Extrusive : Submarine	214.57	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 22 - Section= 1 - cm= 5	0483b221p01	0483b	SP-SS-C	Igneous : Extrusive : Submarine	217.55	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 22 - Section= 1 - cm= 10	0483b221p1a	0483b	SP-SS-C	Igneous : Extrusive : Submarine	217.6	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 22 - Section= 1 - cm= 15	0483b221p1b	0483b	SP-SS-C	Igneous : Extrusive : Submarine	217.65	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 22 - Section= 1 - cm= 100	0483b221p7c	0483b	SP-SS-C	Igneous : Extrusive : Submarine	218.5	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 22 - Section= 2 - cm= 35	0483b222p03	0483b	SP-SS-C	Igneous : Extrusive : Submarine	219.35	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 23 - Section= 1 - cm= 5	0483b231p1b	0483b	SP-SS-C	Igneous : Extrusive : Submarine	222.05	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 23 - Section= 2 - cm= 82	0483b232p5c	0483b	SP-SS-C	Igneous : Extrusive : Submarine	224.32	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 23 - Section= 2 - cm= 105	0483b232p8a	0483b	SP-SS-C	Igneous : Extrusive : Submarine	224.55	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 23 - Section= 3 - cm= 100	0483b233p8b	0483b	SP-SS-C	Igneous : Extrusive : Submarine	226	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 24 - Section= 1 - cm= 55	0483b241p7b	0483b	SP-SS-C	Igneous : Extrusive : Submarine	227.05	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 29 - Section= 1 - cm= 75	0483b291p2b	0483b	SP-SS-C	Igneous : Extrusive : Submarine	249.75	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 30 - Section= 1 - cm= 60	0483b301p4d	0483b	SP-SS-C	Igneous : Extrusive : Submarine	254.1	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 30 - Section= 2 - cm= 130	0483b302p09	0483b	SP-SS-C	Igneous : Extrusive : Submarine	256.3	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 30 - Section= 3 - cm= 75	0483b303p4c	0483b	SP-SS-C	Igneous : Extrusive : Submarine	257.25	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 31 - Section= 1 - cm= 70	0483b311p6a	0483b	SP-SS-C	Igneous : Extrusive : Submarine	258.7	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 31 - Section= 2 - cm= 95	0483b312p7b	0483b	SP-SS-C	Igneous : Extrusive : Submarine	260.45	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 32 - Section= 3 - cm= 70	0483b323p07	0483b	SP-SS-C	Igneous : Extrusive : Submarine	266.2	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483b - Core= 32 - Section= 3 - cm= 74	0483b323p7b	0483b	SP-SS-C	Igneous : Extrusive : Submarine	266.24	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483 - Core= 21 - Section= 1 - cm= 123	0483x211p06	0483x	SP-SS-C	Igneous : Extrusive : Submarine	179.23	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483 - Core= 21 - Section= 2 - cm= 120	0483x212p08	0483x	SP-SS-C	Igneous : Extrusive : Submarine	180.7	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483 - Core= 21 - Section= 3 - cm= 3	0483x213p01	0483x	SP-SS-C	Igneous : Extrusive : Submarine	181.03	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483 - Core= 22 - Section= 1 - cm= 10	0483x221p01	0483x	SP-SS-C	Igneous : Extrusive : Submarine	182.6	Basalt	pillow : glassy margin
This study	leg 65	483	Hole= 483 - Core= 23 - Section= 1 - cm= 90	0483x231p8a	0483x	SP-SS-C	Igneous : Extrusive : Submarine	187.9	Basalt	pillow : glassy margin
This study	leg 67	495	Hole= 495 - Core= 47 - Section= 1 - cm= 73	0495x471p05	0495x	SP-SS-C	Igneous : Extrusive : Submarine	429.23	Basalt	pillow : glassy margin
This study	leg 67	495	Hole= 495 - Core= 48 - Section= 1 - cm= 117	0495x481p10	0495x	SP-SS-C	Igneous : Extrusive : Submarine	437.67	Basalt	pillow : glassy margin
This study	leg 67	495	Hole= 495 - Core= 48 - Section= 2 - cm= 45	0495x482p06	0495x	SP-SS-C	Igneous : Extrusive : Submarine	438.45	Basalt	pillow : glassy margin
This study	leg 67	495	Hole= 495 - Core= 48 - Section= 3 - cm= 75	0495x483p03	0495x	SP-SS-C	Igneous : Extrusive : Submarine	440.25	Basalt	pillow : glassy margin
This study	leg 69	504	Hole= 504b - Core= 4 - Section= 1 - cm= 10	0504b041p01	0504b	SP-SS-C	Igneous : Extrusive : Submarine	260.6	Basalt	pillow : glassy margin
This study	leg 69	504	Hole= 504b - Core= 10 - Section= 3 - cm= 5	0504b103p01	0504b	SP-SS-C	Igneous : Extrusive : Submarine	337.55	Basalt	pillow : glassy margin
This study	leg 69	504	Hole= 504b - Core= 15 - Section= 2 - cm= 23	0504b152p01	0504b	SP-SS-C	Igneous : Extrusive : Submarine	376.73	Basalt	pillow : glassy margin
This study	leg 69	504	Hole= 504b - Core= 15 - Section= 3 - cm= 5	0504b153p01	0504b	SP-SS-C	Igneous : Extrusive : Submarine	378.05	Basalt	pillow : glassy margin
This study	leg 69	504	Hole= 504b - Core= 15 - Section= 4 - cm= 15	0504b154p01	0504b	SP-SS-C	Igneous : Extrusive : Submarine	379.65	Basalt	pillow : glassy margin
This study	leg 69	504	Hole= 504b - Core= 21 - Section= 3 - cm= 5	0504b213p01	0504b	SP-SS-C	Igneous : Extrusive : Submarine	424.05	Basalt	pillow : glassy margin
This study	leg 69	504	Hole= 504b - Core= 32 - Section= 1 - cm= 4	0504b321p01	0504b	SP-SS-C	Igneous : Extrusive : Submarine	0.04	Basalt	pillow : glassy margin
This study	leg 69	504	Hole= 504b - Core= 34 - Section= 1 - cm= 3	0504b341p01	0504b	SP-SS-C	Igneous : Extrusive : Submarine	0.03	Basalt	pillow : glassy margin
This study	leg 69	504	Hole= 504b - Core= 49 - Section= 2 - cm= 7	0504b492p01	0504b	SP-SS-C	Igneous : Extrusive : Submarine	1.57	Basalt	pillow : glassy margin
This study	leg 69	504	Hole= 504b - Core= 54 - Section= 2 - cm= 4	0504b542p01	0504b	SP-SS-C	Igneous : Extrusive : Submarine	1.54	Basalt	pillow : glassy margin
This study	leg 69	504	Hole= 504b - Core= 56 - Section= 2 - cm= 7	0504b562p01	0504b	SP-SS-C	Igneous : Extrusive : Submarine	1.57	Basalt	pillow : glassy margin
This study	leg 70	510	Hole= 510 - Core= 11 - Section= 1 - cm= 0	0510x111000	0510x	SP-SS-C	Igneous : Extrusive : Submarine	128	Basalt	pillow : glassy margin
This study	Leg 73	520	Hole= 520 - Core= 30 - Section= 1 - cm= 91	0520x301091	0520x	SP-SS-C	Igneous : Extrusive : Submarine	446.91	Basalt	pillow : glassy margin
This study	Leg 73	520	Hole= 520 - Core= 31 - Section= 1 - cm= 20	0520x311020	0520x	SP-SS-C	Igneous : Extrusive : Submarine	450.7	Basalt	pillow : glassy margin
This study	Leg 73	522	Hole= 522b - Core= 3 - Section= 2 - cm= 107	0522b032p02	0522b	SP-SS-C	Igneous : Extrusive : Submarine	141.97	Basalt	pillow : glassy margin
This study	Leg 73	522	Hole= 522b - Core= 3 - Section= 3 - cm= 0	0522b033000	0522b	SP-SS-C	Igneous : Extrusive : Submarine	151.9	Basalt	pillow : glassy margin
This study	Leg 73	522	Hole= 522b - Core= 4 - Section= 1 - cm= 76	0522b041p02	0522b	SP-SS-C	Igneous : Extrusive : Submarine	156.76	Basalt	pillow : glassy margin
This study	Leg 73	522	Hole= 522b - Core= 5 - Section= 1 - cm= 5	0522b051p01	0522b	SP-SS-C	Igneous : Extrusive : Submarine	160.45	Basalt	pillow : glassy margin
This study	Leg 74	525	Hole= 525a - Core= 59 - Section= 5 - cm= 30	0525a005p6b	0525a	SP-SS-C	Igneous : Extrusive : Submarine	636.9	Basalt	pillow : glassy margin
This study	Leg 74	525	Hole= 525a - Core= 59 - Section= 2 - cm= 105	0525a592p3h	0525a	SP-SS-C	Igneous : Extrusive : Submarine	633.15	Basalt	pillow : glassy margin
This study	Leg 74	525	Hole= 525a - Core= 59 - Section= 4 - cm= 75	0525a594p1r	0525a	SP-SS-C	Igneous : Extrusive : Submarine	635.85	Basalt	pillow : glassy margin
This study	Leg 75	530	Hole= 530a - Core= 10 - Section= 8 - cm= 0	0530a108000	0530a	SP-SS-C	Igneous : Extrusive : Submarine	221	Basalt	pillow : glassy margin
This study	Leg 76	534	Hole= 534a - Core= 128 - Section= 2 - cm= 65	0534a1282p09	0534a	SP-SS-C	Igneous : Extrusive : Submarine	1641.65	Basalt	pillow : glassy margin
This study	Leg 76	534	Hole= 534a - Core= 128 - Section= 2 - cm= 120	0534a1282p14	0534a	SP-SS-C	Igneous : Extrusive : Submarine	1642.2	Basalt	pillow : glassy margin
This study	Leg 78	543	Hole= 543a - Core= 12 - Section= 4 - cm= 16	0543a124p04	0543a	SP-SS-C	Igneous : Extrusive : Submarine	424.66	Basalt	pillow : glassy margin
This study	Leg 78	543	Hole= 543a - Core= 13 - Section= 2 - cm= 38	0543a132p03	0543a	SP-SS-C	Igneous : Extrusive : Submarine	428.88	Basalt	pillow : glassy margin
This study	Leg 78	543	Hole= 543a - Core= 14 - Section= 1 - cm= 55	0543a141p2c	0543a	SP-SS-C	Igneous : Extrusive : Submarine	436.55	Basalt	pillow : glassy margin
This study	Leg 78	543	Hole= 543a - Core= 15 - Section= 2 - cm= 145	0543a152p3a	0543a	SP-SS-C	Igneous : Extrusive : Submarine	440.95	Basalt	pillow : glassy margin
This study	Leg 78	543	Hole= 543a - Core= 16 - Section= 2 - cm= 15	0543a162p1b	0543a	SP-SS-C	Igneous : Extrusive : Submarine	446.65	Basalt	pillow : glassy margin
This study	Leg 82	556	Hole= 556 - Core= 3 - Section= 1 - cm= 140	0556x031140	0556x	SP-SS-C	Igneous : Extrusive : Submarine	472.4	Basalt	pillow : glassy margin
This study	Leg 82	556	Hole= 556 - Core= 4 - Section= 1 - cm= 91	0556x041091	0556x	SP-SS-C	Igneous : Extrusive : Submarine	480.91	Basalt	pillow : glassy margin
This study	Leg 82	556	Hole= 556 - Core= 4 - Section= 4 - cm= 87	0556x044p02	0556x	SP-SS-C	Igneous : Extrusive : Submarine	485.37	Basalt	pillow : glassy margin
This study	Leg 82	556	Hole= 556 - Core= 5 - Section= 1 - cm= 100	0556x051116	0556x	SP-SS-C	Igneous : Extrusive : Submarine	490	Basalt	pillow : glassy margin
This study	Leg 82	556	Hole= 556 - Core= 5 - Section= 2 - cm= 84	0556x052084	0556x	SP-SS-C	Igneous : Extrusive : Submarine	491.34	Basalt	pillow : glassy margin
This study	Leg 82	556	Hole= 556 - Core= 5 - Section= 4 - cm= 78	0556x054078	0556x	SP-SS-C	Igneous : Extrusive : Submarine	494.28	Basalt	pillow : glassy margin
This study	Leg 82	556	Hole= 556 - Core= 6 - Section= 1 - cm= 95	0556x061095	0556x	SP-SS-C	Igneous : Extrusive : Submarine	498.95	Basalt	pillow : glassy margin
This study	Leg 82	556	Hole= 556 - Core= 6 - Section= 2 - cm= 55	0556x062055	0556x	SP-SS-C	Igneous : Extrusive : Submarine	500.05	Basalt	pillow : glassy margin
This study	Leg 82	556	Hole= 556 - Core= 6 - Section= 6 - cm= 27	0556x066027	0556x	SP-SS-C	Igneous : Extrusive : Submarine	505.77	Basalt	pillow : glassy margin
This study	Leg 82	556	Hole= 556 - Core= 7 - Section= 3 - cm= 146	0556x073146	0556x	SP-SS-C	Igneous : Extrusive : Submarine	511.46	Basalt	pillow : glassy margin
This study	Leg 82	556	Hole= 556 - Core= 8 - Section= 3 - cm= 109	0556x083109	0556x	SP-SS-C	Igneous : Extrusive : Submarine	520.09	Basalt	pillow : glassy margin
This study	Leg 82	556	Hole= 556 - Core= 8 - Section= 4 - cm= 2	0556x084002	0556x	SP-SS-C	Igneous : Extrusive : Submarine	520.52	Basalt	pillow : glassy margin
This study	Leg 82	558	Hole= 558 - Core= 36 - Section= 1 - cm= 57	0558x361057	0558x	SP-SS-C	Igneous : Extrusive : Submarine	487.07	Basalt	pillow : glassy margin
This study	Leg 82	559	Hole= 558 - Core= 7 - Section= 3 - cm= 11	0559a073011	0558x	SP-SS-C	Igneous : Extrusive : Submarine	286.11	Basalt	pillow : glassy margin
This study	Leg 82	559	Hole= 558 - Core= 2 - Section= 1 - cm= 142	0559x021142	0558x	SP-SS-C	Igneous : Extrusive : Submarine	248.42	Basalt	pillow : glassy margin
This study	Leg 82	559	Hole= 558 - Core= 3 - Section= 1 - cm= 11	0559x031011	0558x	SP-SS-C	Igneous : Extrusive : Submarine	256.11	Basalt	pillow : glassy margin
This study	Leg 82	559	Hole= 558 - Core= 5 - Section= 1 - cm= 2	0559x051002	0558x	SP-SS-C	Igneous : Extrusive : Submarine	265.02	Basalt	pillow : glassy margin
This study	Leg 82	559	Hole= 558 - Core= 5 - Section= 1 - cm= 95	0559x051095	0558x	SP-SS-C	Igneous : Extrusive : Submarine	265.95	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 558 - Core= 1 - Section= 1 - cm= 57	0562x011p05	0558x	SP-SS-C	Igneous : Extrusive : Submarine	241.57	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 559a - Core= 1 - Section= 2 - cm= 0	0562x012000	0559a	SP-SS-C	Igneous : Extrusive : Submarine	242.5	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 559 - Core= 1 - Section= 2 - cm= 114	0562x012114	0559x	SP-SS-C	Igneous : Extrusive : Submarine	243.64	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 559 - Core= 1 - Section= 3 - cm= 73	0562x013p3f	0559x	SP-SS-C	Igneous : Extrusive : Submarine	244.73	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 559 - Core= 2 - Section= 1 - cm= 135	0562x021p05	0559x	SP-SS-C	Igneous : Extrusive : Submarine	251.35	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 559 - Core= 2 - Section= 1 - cm= 68	0562x021p3c	0559x	SP-SS-C	Igneous : Extrusive : Submarine	250.68	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 562 - Core= 2 - Section= 2 - cm= 39	0562x022p06	0562x	SP-SS-C	Igneous : Extrusive : Submarine	251.89	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 562 - Core= 2 - Section= 3 - cm= 85	0562x023p4f	0562x	SP-SS-C	Igneous : Extrusive : Submarine	253.85	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 562 - Core= 2 - Section= 4 - cm= 104	0562x024p3c	0562x	SP-SS-C	Igneous : Extrusive : Submarine	255.54	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 562 - Core= 3 - Section= 1 - cm= 127	0562x031p06	0562x	SP-SS-C	Igneous : Extrusive : Submarine	260.27	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 562 - Core= 3 - Section= 2 - cm= 0	0562x032000	0562x	SP-SS-C	Igneous : Extrusive : Submarine	260.5	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 562 - Core= 3 - Section= 2 - cm= 3	0562x032003	0562x	SP-SS-C	Igneous : Extrusive : Submarine	260.53	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 562 - Core= 3 - Section= 3 - cm= 0	0562x033000	0562x	SP-SS-C	Igneous : Extrusive : Submarine	262	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 562 - Core= 3 - Section= 3 - cm= 113	0562x033113	0562x	SP-SS-C	Igneous : Extrusive : Submarine	263.13	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 562 - Core= 4 - Section= 3 - cm= 128	0562x043p4b	0562x	SP-SS-C	Igneous : Extrusive : Submarine	272.28	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 562 - Core= 4 - Section= 3 - cm= 150	0562x043p6a	0562x	SP-SS-C	Igneous : Extrusive : Submarine	272.5	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 562 - Core= 4 - Section= 4 - cm= 3	0562x044003	0562x	SP-SS-C	Igneous : Extrusive : Submarine	272.53	Basalt	pillow : glassy margin
This study	Leg 82	562	Hole= 562 - Core= 4 - Section= 4 - cm= 3	0562x044p1a	0562x	SP-SS-C	Igneous : Extrusive : Submarine	272.53	Basalt	pillow : glassy margin
This study	Leg 82	563	Hole= 562 - Core= 24 - Section= 1 - cm= 18	0563x241p07	0562x	SP-SS-C	Igneous : Extrusive : Submarine	366.68	Basalt	pillow : glassy margin
This study	Leg 82	563	Hole= 562 - Core= 24 - Section= 2 - cm= 107	0563x242107	0562x	SP-SS-C	Igneous : Extrusive : Submarine	369.07	Basalt	pillow : glassy margin
This study	Leg 82	563	Hole= 562 - Core= 24 - Section= 3 - cm= 45	0563x243045	0562x	SP-SS-C	Igneous : Extrusive : Submarine	369.95	Basalt	pillow : glassy margin
This study	Leg 82	564	Hole= 562 - Core= 1 - Section= 2 - cm= 117	0564x012117	0562x	SP-SS-C	Igneous : Extrusive : Submarine	286.67	Basalt	pillow : glassy margin
This study	Leg 82	564	Hole= 562 - Core= 2 - Section= 1 - cm= 42	0564x021042	0562x	SP-SS-C	Igneous : Extrusive : Submarine	293.42	Basalt	pillow : glassy margin
This study	Leg 82	564	Hole= 562 - Core= 2 - Section= 2 - cm= 92	0564x022092	0562x	SP-SS-C	Igneous : Extrusive : Submarine	295.42	Basalt	pillow : glassy margin
This study	Leg 82	564	Hole= 563 - Core= 3 - Section= 3 - cm= 63	0564x033063	0563x	SP-SS-C	Igneous : Extrusive : Submarine	305.63	Basalt	pillow : glassy margin
This study	Leg 82	564	Hole= 563 - Core= 4 - Section= 1 - cm= 129	0564x041129	0563x	SP-SS-C	Igneous : Extrusive : Submarine	312.29	Basalt	pillow : glassy margin
This study	Leg 82	564	Hole= 563 - Core= 4 - Section= 2 - cm= 85	0564x042085	0563x	SP-SS-C	Igneous : Extrusive : Submarine	313.35	Basalt	pillow : glassy margin
This study	Leg 82	564	Hole= 564 - Core= 4 - Section= 3 - cm= 75	0564x043075	0564x	SP-SS-C	Igneous : Extrusive : Submarine	314.75	Basalt	pillow : glassy margin
This study	Leg 82	564	Hole= 564 - Core= 5 - Section= 3 - cm= 12	0564x053012	0564x	SP-SS-C	Igneous : Extrusive : Submarine	323.12	Basalt	pillow : glassy margin
This study	Leg 82	564	Hole= 564 - Core= 5 - Section= 4 - cm= 2	0564x054002	0564x	SP-SS-C	Igneous : Extrusive : Submarine	324.52	Basalt	pillow : glassy margin
This study	Leg 82	564	Hole= 564 - Core= 6 - Section= 1 - cm= 142	0564x061142	0564x	SP-SS-C	Igneous : Extrusive : Submarine	330.42	Basalt	pillow : glassy margin
This study	Leg 82	564	Hole= 564 - Core= 7 - Section= 1 - cm= 76	0564x071076	0564x	SP-SS-C	Igneous : Extrusive : Submarine	338.76	Basalt	pillow : glassy margin
This study	Leg 82	564	Hole= 564 - Core= 8 - Section= 1 - cm= 101	0564x081101	0564x	SP-SS-C	Igneous : Extrusive : Submarine	348.01	Basalt	pillow : glassy margin
This study	Leg 82	564	Hole= 564 - Core= 9 - Section= 3 - cm= 32	0564x093p02	0564x	SP-SS-C	Igneous : Extrusive : Submarine	359.32	Basalt	pillow : glassy margin
This study	Leg 82	558	Hole= 564 - Core= 29 - Section= 3 - cm= 112	0558x293p11	0564x	SP-SS-C	Igneous : Extrusive : Submarine	427.62	Basalt	pillow : glassy margin
This study	Leg 82	558	Hole= 564 - Core= 29 - Section= 4 - cm= 32	0558x294p4b	0564x	SP-SS-C	Igneous : Extrusive : Submarine	428.32	Basalt	pillow : glassy margin
This study	Leg 82	558	Hole= 564 - Core= 30 - Section= 2 - cm= 135	0558x302p13	0564x	SP-SS-C	Igneous : Extrusive : Submarine	435.35	Basalt	pillow : glassy margin
This study	Leg 82	558	Hole= 564 - Core= 30 - Section= 2 - cm= 75	0558x302p6a	0564x	SP-SS-C	Igneous : Extrusive : Submarine	434.75	Basalt	pillow : glassy margin
This study	Leg 82	558	Hole= 564 - Core= 31 - Section= 1 - cm= 28	0558x311p4a	0564x	SP-SS-C	Igneous : Extrusive : Submarine	441.78	Basalt	pillow : glassy margin
This study	Leg 82	558	Hole= 564 - Core= 31 - Section= 2 - cm= 18	0558x312p3a	0564x	SP-SS-C	Igneous : Extrusive : Submarine	443.18	Basalt	pillow : glassy margin
This study	Leg 85	572	Hole= 572d - Core= 34 - Section= 1 - cm= 0	0572d341000	0572d	SP-SS-C	Igneous : Extrusive : Submarine	468.5	Basalt	pillow : glassy margin
This study	Leg 85	573	Hole= 573b - Core= 43 - Section= 1 - cm= 8	0573b431p01	0573b	SP-SS-C	Igneous : Extrusive : Submarine	545.08	Basalt	pillow : glassy margin
This study	Leg 85	573	Hole= 573b - Core= 43 - Section= 1 - cm= 24	0573b431p02	0573b	SP-SS-C	Igneous : Extrusive : Submarine	545.24	Basalt	pillow : glassy margin
This study	Leg 115	706	Hole= 706c - Core= 2 - Section= 1 - cm= 9	0706c021009	0706c	SP-SS-C	Igneous : Extrusive : Submarine	44.39	Basalt	pillow : glassy margin
This study	Leg 115	706	Hole= 706c - Core= 2 - Section= 1 - cm= 71	0706c021071	0706c	SP-SS-C	Igneous : Extrusive : Submarine	45.01	Basalt	pillow : glassy margin
This study	Leg 115	706	Hole= 706c - Core= 2 - Section= 1 - cm= 93	0706c021093	0706c	SP-SS-C	Igneous : Extrusive : Submarine	45.23	Basalt	pillow : glassy margin
This study	Leg 115	706	Hole= 706c - Core= 2 - Section= 1 - cm= 95	0706c021095	0706c	SP-SS-C	Igneous : Extrusive : Submarine	45.25	Basalt	pillow : glassy margin
This study	Leg 115	706	Hole= 706c - Core= 2 - Section= 2 - cm= 39	0706c022039	0706c	SP-SS-C	Igneous : Extrusive : Submarine	46.19	Basalt	pillow : glassy margin
This study	Leg 115	706	Hole= 706c - Core= 2 - Section= 2 - cm= 95	0706c022095	0706c	SP-SS-C	Igneous : Extrusive : Submarine	46.75	Basalt	pillow : glassy margin
This study	Leg 115	706	Hole= 706c - Core= 5 - Section= 2 - cm= 74	0706c052074	0706c	SP-SS-C	Igneous : Extrusive : Submarine	75.44	Basalt	pillow : glassy margin
This study	Leg 115	706	Hole= 706c - Core= 5 - Section= 2 - cm= 103	0706c052103	0706c	SP-SS-C	Igneous : Extrusive : Submarine	75.73	Basalt	pillow : glassy margin
This study	Leg 115	706	Hole= 706c - Core= 5 - Section= 3 - cm= 44	0706c053044	0706c	SP-SS-C	Igneous : Extrusive : Submarine	76.64	Basalt	pillow : glassy margin
This study	Leg 115	706	Hole= 706c - Core= 7 - Section= 7 - cm= 10	0706c077010	0706c	SP-SS-C	Igneous : Extrusive : Submarine	101.7	Basalt	pillow : glassy margin
This study	Leg 121	758	Hole= 758a - Core= 67 - Section= 6 - cm= 63	0758a676063	0758a	SP-SS-C	Igneous : Extrusive : Submarine	619.63	Basalt	pillow : glassy margin
This study	Leg 121	758	Hole= 758a - Core= 70 - Section= 2 - cm= 3	0758a702003	0758a	SP-SS-C	Igneous : Extrusive : Submarine	640.93	Basalt	pillow : glassy margin
This study	Leg 121	758	Hole= 758a - Core= 70 - Section= 2 - cm= 17	0758a702017	0758a	SP-SS-C	Igneous : Extrusive : Submarine	641.07	Basalt	pillow : glassy margin
This study	Leg 121	758	Hole= 758a - Core= 70 - Section= 2 - cm= 52	0758a702052	0758a	SP-SS-C	Igneous : Extrusive : Submarine	641.42	Basalt	pillow : glassy margin
This study	Leg 121	758	Hole= 758a - Core= 71 - Section= 2 - cm= 37	0758a712037	0758a	SP-SS-C	Igneous : Extrusive : Submarine	650.47	Basalt	pillow : glassy margin
This study	Leg 121	758	Hole= 758a - Core= 71 - Section= 3 - cm= 45	0758a713045	0758a	SP-SS-C	Igneous : Extrusive : Submarine	652.05	Basalt	pillow : glassy margin
This study	Leg 121	758	Hole= 758a - Core= 71 - Section= 4 - cm= 54	0758a714054	0758a	SP-SS-C	Igneous : Extrusive : Submarine	653.64	Basalt	pillow : glassy margin
This study	Leg 121	758	Hole= 758a - Core= 71 - Section= 4 - cm= 93	0758a714093	0758a	SP-SS-C	Igneous : Extrusive : Submarine	654.03	Basalt	pillow : glassy margin
This study	Leg 121	758	Hole= 758a - Core= 72 - Section= 3 - cm= 117	0758a723117	0758a	SP-SS-C	Igneous : Extrusive : Submarine	662.17	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 1 - cm= 4	0765c631004	0765c	SP-SS-C	Igneous : Extrusive : Submarine	935.84	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 1 - cm= 51	0765c631051	0765c	SP-SS-C	Igneous : Extrusive : Submarine	936.31	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 1 - cm= 52	0765c631052	0765c	SP-SS-C	Igneous : Extrusive : Submarine	936.32	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 1 - cm= 55	0765c631055	0765c	SP-SS-C	Igneous : Extrusive : Submarine	936.35	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 1 - cm= 56	0765c631056	0765c	SP-SS-C	Igneous : Extrusive : Submarine	936.36	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 1 - cm= 88	0765c631088	0765c	SP-SS-C	Igneous : Extrusive : Submarine	936.68	Basalt	pillow : glassy margin
This study	Leg 123	765	Hole= 765c - Core= 63 - Section= 1 - cm= 100	0765c631100	0765c	SP-SS-C	Igneous : Extrusive : Submarine	936.8	Basalt	pillow : glassy margin
